"x","y","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","DEM","HILL","SLP","ASP","CSC","LC","CI","CD","FA","TWI","LSF","CNB","VDC","VD","RSP"
-81.375,40.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88641023635864,0.000103637161373626,290.234069824219,11.7659301757812,-0.471792340278625,3522.44116210938,302,3.31367254257202,0.421390295028687,2.22672510147095,NA,1.57009518146515,16.15576171875,-30332.59765625,-12.4416007995605
-81.125,40.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.06501865386963,0.00015638668264728,289.356567382812,39.6434326171875,30.5515174865723,149035.71875,329,3.9674928188324,0.463470667600632,1.47329378128052,NA,1.57047212123871,45.892578125,3879.91430664062,-12.3125534057617
-80.875,40.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33480405807495,7.57445959607139e-05,242.072677612305,97.9273223876953,-5.04591512680054,-96238.6953125,340,2.94399666786194,0.51661092042923,1.97645890712738,NA,1.57044076919556,91.6298828125,-223536.40625,-13.7120752334595
-80.625,40.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.18998575210571,0.00013250473421067,257.131622314453,89.8683776855469,5.21110820770264,48045.14453125,347,3.52871227264404,0.378000378608704,1.38583719730377,NA,1.57035863399506,147.87841796875,79079.859375,-12.5984201431274
-80.375,40.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.81951951980591,0.00285873538814485,281.336029052734,54.6659851074219,-14.3839139938354,-78646.2890625,328,8.65788841247559,0.195528239011765,0.835314810276031,8.00201416015625,1.57011866569519,224.9150390625,-20666.6015625,-7.67360019683838
-80.125,40.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.358770668506622,6.98594376444817e-05,269.188385009766,117.811614990234,6.65317106246948,-34706.45703125,387,2.89674973487854,0.329296439886093,1.27348804473877,NA,1.56884562969208,239.9560546875,-47707.703125,-12.0907011032104
-79.875,40.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.43039274215698,0.88235068321228,272.011657714844,0,5.01120281219482,-33440.23046875,256,27.2461719512939,0,1.91432929039001,16.0116577148438,1.57036435604095,420.98291015625,-155220.515625,-2.39167928695679
-79.625,40.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.87667524814606,0.000606757181230932,335.072052001953,30.9279479980469,4.26960229873657,7271.15283203125,366,5.7059497833252,0.0782707929611206,2.24876093864441,NA,1.56995987892151,364.21240234375,-37058.1640625,-9.54788875579834
-79.375,40.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57068610191345,0.00219159387052059,437.307464599609,35.6955261230469,-9.03343296051025,-41133.03515625,461,8.2097339630127,0.122063405811787,2.0941424369812,12.0029907226562,1.56987035274506,256.73876953125,60992.80078125,-7.62715148925781
-79.125,40.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.08588051795959,0.000466608122223988,465.389099121094,129.610900878906,-2.18656277656555,-64193.30078125,595,4.71313190460205,0.532012939453125,2.32044458389282,NA,1.57052266597748,114.0126953125,-221804.546875,-11.6209497451782
-78.875,40.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56698322296143,8.91218223841861e-05,592.540466308594,167.459533691406,20.5155563354492,283764.375,760,3.21516633033752,3.45468258857727,0.78773033618927,NA,1.57056355476379,-118.986328125,137309.0625,-13.6951484680176
-78.625,40.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.43121910095215,0.000155704241478816,361.172424316406,61.8275756835938,7.03969526290894,33049.93359375,423,3.96402430534363,0.282292604446411,0.78756707906723,NA,1.57062208652496,157.19189453125,-14169.267578125,-12.9378690719604
-78.375,40.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18327248096466,7.43234559195116e-05,333.615295410156,273.384704589844,6.1534538269043,150048.484375,607,2.932865858078,1.2334406375885,1.84830594062805,NA,1.57071757316589,-51.74072265625,98205.625,-15.2383785247803
-78.125,40.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.38238930702209,0.000142190867336467,240.12043762207,309.879577636719,3.09817361831665,254113.484375,550,3.71615242958069,1.06779265403748,2.35583853721619,NA,1.5707448720932,-19.673828125,240437.390625,-14.4804573059082
-77.875,40.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99969553947449,0.000112459783849772,238.538864135742,95.4611358642578,-16.8246974945068,-193432.3125,334,3.36826324462891,0.35772767663002,2.17197632789612,NA,1.57040345668793,171.39306640625,-154153.140625,-12.9391374588013
-77.625,40.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57079637050629,0.000924883061088622,172.321365356445,24.6786346435547,-4.87260627746582,-153622.921875,197,6.90866613388062,0.0800893977284431,2.0941333770752,NA,1.56951427459717,283.4599609375,-348889.09375,-8.16449737548828
-77.375,40.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.18823337554932,0.000346916815033183,148.765838623047,46.2341613769531,5.22120189666748,40863.6953125,195,4.76065874099731,0.134788572788239,0.994058966636658,NA,1.57000625133514,296.7783203125,46528.58984375,-10.5105419158936
-77.125,40.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.43815660476685,0.000200985770788975,148.121795654297,59.8782043457031,1.18792569637299,-2682.10913085938,208,3.83533310890198,0.166790172457695,0.787130177021027,NA,1.57062077522278,299.125,-171111.5,-13.0953884124756
-76.875,40.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.393501818180084,0.000184521122719161,115.507667541504,41.4923324584961,-3.17030501365662,-114427.8359375,157,3.9149694442749,0.101955652236938,1.29727363586426,NA,1.57050585746765,365.47216796875,-181499.46875,-12.4890670776367
-76.625,40.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.46741008758545,0.00210120459087193,126.445343017578,7.55465698242188,2.41700387001038,32109.431640625,134,7.31507301330566,0.018364492803812,1.19829499721527,NA,1.56998789310455,403.818359375,48332.46484375,-8.33981704711914
-76.375,40.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.50549936294556,0.000727694481611252,119.011474609375,-5.011474609375,2.53156757354736,12608.0693359375,114,5.91713953018188,-0.0117113571614027,2.34430146217346,NA,1.56744456291199,432.92724609375,15285.119140625,-7.97805500030518
-76.125,40.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.18351650238037,0.000321541912853718,108.969261169434,6.03073883056641,-0.28288334608078,-6039.69482421875,115,5.99414205551147,0.0135994218289852,0.991346597671509,NA,1.56913793087006,437.4248046875,-25848.123046875,-8.61707401275635
-75.875,40.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01763868331909,7.24355486454442e-05,58.4917526245117,208.508239746094,12.0997133255005,19659.173828125,267,2.99427199363708,0.415717005729675,2.30085420608521,NA,1.57048320770264,293.0546875,88595.7109375,-13.7545137405396
-75.625,40.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.39842295646667,8.29325581435114e-05,72.6721343994141,69.3278656005859,3.36847829818726,25351.5859375,142,3.21303176879883,0.139452204108238,2.35522055625916,NA,1.57046461105347,427.81640625,-16417.0625,-13.3442497253418
-75.375,40.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.02210187911987,0.000113129099190701,62.0561065673828,10.9438934326172,4.69685745239258,20746.80859375,73,3.37226247787476,0.0221578106284142,2.1602668762207,NA,1.57013404369354,482.962890625,-130984.7265625,-12.4109888076782
-75.125,40.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.30039167404175,0.000154745721374638,51.218017578125,48.781982421875,60.2397270202637,48366.00390625,100,4.20624780654907,0.108379766345024,0.804444670677185,NA,1.57002592086792,401.3203125,47965.19921875,-11.1548280715942
-74.875,40.125,0.245062842965126,0.278672877985698,0.280629823284764,0.267541414995988,0.261486060677036,0.252672924598058,0.262413551730494,0.255704328417778,0.243617181479931,0.247743187892822,0.25584754695495,0.272892196630609,2.35619449615479,0.000704024743754417,17.2519378662109,-1.25193786621094,6.17600679397583,14841.328125,16,5.36033868789673,-0.00291538308374584,2.35560512542725,NA,1.56843936443329,430.6767578125,-7880.087890625,-8.82431793212891
-74.625,40.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.71439695358276,0.00279479194432497,24.9646759033203,-0.961261749267578,-6.74574899673462,-16387.03515625,22,7.74311971664429,-0.00261874939315021,1.04262137413025,2.00341415405273,1.55405735969543,368.0302734375,-26315.560546875,-5.02408123016357
